date,channel,impressions,clicks,spend,conversions,revenue
2024-04-20,Paid Social,120618,1702,1336.86,36,2270.46
2024-06-28,Display,151543,151949,336.51,9,484.39
2024-10-02,Email,20810,478,26.76,25,2245.75
2023-09-20,Paid Search,51737,1963,2231.75,83,6850.63
2024-07-09,Paid Social,82928,1015,699.07,26,1748.56
2024-10-11,Paid Social,103996,1429,943.32,31,1853.34
2023-07-29,Display,95185,306,176.67,4,234.16
2024-08-26,Display,120803,551,267.72,5,285.13
2024-01-10,Paid Search,55499,1836,2097.23,61,4277.55
2023-03-17,Display,106900,438,228.0,5,268.04
2023-10-19,Paid Search,63298,2788,3369.98,146,11802.27
2024-07-17,Video,46642,345,303.95,5,349.16
2024-01-25,Paid Search,40448,1313,1465.08,46,4382.82
2024-03-31,Email,16684,436,25.97,21,1997.74
2023-12-20,Display,200066,719,344.81,7,379.2
2023-12-24,Video,76015,652,577.07,9,590.41
2023-08-07,Display,116870,525,254.38,6,354.31
2024-04-02,Paid Social,82395,852,628.9,11,808.15
2024-03-19,Display,161795,642,308.31,7,354.4
2023-08-03,Paid Search,50223,1572,1852.11,50,3559.74
2023-10-13,Paid Social,94130,1060,747.94,21,1465.48
2024-10-25,Email,20117,461,31.68,18,1939.17
2024-02-15,Paid Search,59978,1857,2444.89,114,9223.89
2023-12-21,Video,58708,571,484.73,11,763.61
2023-04-12,Paid Social,78167,821,599.75,13,826.15
2023-06-29,Paid Search,61420,2009,2250.1,86,5753.09
2024-11-21,Paid Search,69420,2607,3653.89,116,10472.2
2023-09-29,Video,46226,426,383.79,7,532.91
2024-04-15,Paid Search,67443,2512,3005.43,104,7205.37
2024-12-05,Paid Search,89093,3131,3664.5,99,7042.95
2023-05-26,Email,19582,448,27.47,19,2168.26
2023-02-20,Video,32706,312,323.48,4,267.8
2023-09-16,Paid Search,54680,1832,2130.09,53,4241.89
2024-09-13,Paid Social,122226,1411,964.25,35,2195.91
2023-04-06,Email,15933,395,23.25,18,1631.23
2024-04-15,Video,40221,327,292.03,4,278.57
2023-01-31,Video,37205,314,252.36,4,295.09
2024-09-16,Video,51840,420,365.61,8,694.9
2023-03-05,Paid Search,46160,1626,1845.32,75,5199.75
2023-02-08,paid_social,60587,720,627.5,16,959.0
2023-09-17,Video,58971,473,426.52,7,462.59
2023-11-21,Paid Search,80666,2836,6510.73,244,19401.76
2023-03-30,Paid Social,71731,909,679.32,19,1208.17
2023-02-19,Paid Social,97356,1248,773.43,24,1326.92
2023-05-04,Email,18193,541,32.45,23,2271.54
2023-01-01,Video,45474,355,294.75,5,437.19
2023-07-09,Email,12390,284,21.9,18,1416.1
2023-01-22,Paid Social,78193,1012,725.78,22,1420.73
2024-05-26,Video,58619,534,479.67,10,687.89
2023-11-07,Paid Social,120485,1248,806.4,24,1364.92
2024-07-23,Video,42756,332,312.75,5,402.53
2024-11-20,Paid Social,161007,1692,1239.64,40,2551.99
2024-12-17,Paid Search,105397,4530,5470.22,180,14480.61
2024-03-30,Video,50908,419,334.31,8,500.62
2024-03-06,Display,150961,620,313.17,8,402.02
2024-07-04,Paid Search,58493,1968,2074.69,80,6950.97
2024-05-08,Display,158430,565,296.92,4,193.2
2023-01-19,Social,70394,715,537.86,13,962.25
2023-11-15,Display,232620,799,356.41,9,614.11
2023-08-14,Video,42744,344,296.17,5,374.26
2024-12-01,Display,252268,954,895.91,25,1792.49
2023-06-16,Video,47806,435,390.64,6,451.21
2023-10-17,Video,59706,445,368.83,7,450.12
2023-09-18,Video,50087,389,325.65,7,509.01
2024-01-18,Email,16974,390,22.95,21,2151.0
2023-05-02,Video,45737,383,318.53,8,559.88
2024-08-29,Display,154307,588,333.94,5,284.81
2023-04-22,Paid Social,103487,1280,936.59,25,1605.6
2023-01-26,Display,82447,367,185.14,3,195.67
2023-01-21,PaidSearch,38281,1526,1779.75,68,4831.22
2024-09-14,Video,59349,432,347.24,5,306.84
2023-05-29,Paid Social,97874,1182,797.22,20,1145.34
2023-09-02,Display,161645,696,356.15,7,410.09
2023-02-14,Email,14946,374,19.74,26,2229.39
2023-05-13,Paid Social,105143,1341,898.86,23,2022.84
2024-03-18,Email,19033,535,34.58,29,2471.3
2024-01-09,Paid Social,89652,1147,752.76,26,1663.11
2023-10-22,Email,17858,370,24.63,18,1583.41
2023-12-21,Paid Search,83042,2927,3166.64,151,13173.19
2023-08-09,Paid Social,79208,967,724.78,17,1046.25
2024-04-21,Email,16274,438,26.51,25,2156.17
2023-07-04,Video,45832,375,441.69,8,711.0
2024-03-13,Video,47364,444,489.82,9,702.3
2023-04-24,Email,15875,453,30.95,28,2406.47
2023-10-09,Video,43650,318,298.7,4,262.47
2024-05-24,Display,148338,503,260.85,4,237.03
2023-04-15,Email,11972,300,19.26,18,1508.93
2023-12-09,Paid Social,205526,2334,1889.07,47,3650.88
2023-02-28,Paid Search,47357,1683,2271.91,46,3504.02
2023-07-10,Video,40786,313,279.78,4,288.31
2023-05-21,Email,13480,356,20.75,21,1839.36
2023-09-07,Video,38510,289,240.31,4,266.19
2024-10-24,Email,23245,610,33.62,26,2236.28
2024-05-14,Display,129256,498,267.48,5,246.0
2023-12-07,Email,31141,799,48.36,42,3883.27
2024-08-13,Email,20617,476,27.64,23,2097.28
2023-11-19,Display,203170,864,464.03,9,464.43
2024-07-29,Video,54609,445,338.89,5,325.33
07/08/2024,Video,46261,327,273.79,6,514.11
2024-09-08,Paid Social,133332,1913,1451.56,35,2057.71
2024-02-15,Email,14619,353,20.12,11,935.01
2023-09-23,Video,51223,444,439.82,7,510.11
2023-12-04,Paid Social,147507,1806,1276.52,27,1740.95
2023-05-28,Paid Search,52658,1992,2549.82,62,3862.68
2024-11-18,paid_social,122320,1240,927.73,23,1545.22
2023-02-21,Email,13906,322,18.59,18,1442.91
2023-02-19,Display,125243,490,276.91,5,301.57
2024-09-15,Display,148555,550,277.52,6,392.08
2023-10-05,Video,44757,348,282.89,5,343.73
2024-06-07,Video,52409,481,396.21,7,416.58
2024-03-28,Paid Search,45279,1465,1777.55,57,4663.5
2023-07-13,Video,43815,327,281.23,5,326.23
2023-10-14,Display,170323,682,301.8,6,321.86
2024-06-08,Email,15239,372,27.61,15,1394.34
2023-07-12,Paid Search,60640,2150,,85,6606.43
2023-11-04,Paid Social,140454,1774,1274.78,39,2919.62
2023-09-05,Email,18860,504,29.94,30,2812.16
2024-05-09,Paid Social,88980,1155,840.89,28,1782.03
2023-10-25,Display,182402,824,451.99,9,504.08
2024-08-02,Video,48295,410,365.77,7,507.3
2023-12-09,Video,75689,671,528.13,8,561.93
2024-09-18,Paid Search,72122,2361,2844.97,86,6363.96
2024-02-25,Paid Social,104593,1153,795.04,24,1109.39
2023-03-02,Email,20033,489,30.19,29,3103.2
2023-02-05,Video,43039,339,315.76,7,477.94
2023-09-01,Paid Social,84967,1038,652.12,17,995.74
2023-06-04,Video,67120,579,568.49,11,811.96
2024-11-04,Email,23418,506,28.74,23,2222.51
2023-05-31,Paid Search,57546,1955,2163.02,106,9883.92
2024-11-10,Video,88837,661,617.71,9,619.23
2024-03-14,Display,113120,420,247.59,7,405.58
2024-08-25,Email,12311,334,20.96,17,1862.59
2024-06-20,Email,27201,762,45.0,34,3302.48
2024-05-02,Video,41732,283,263.54,4,280.65
2023-01-31,Email,13753,326,18.71,14,1184.2
2024-04-29,Paid Search,50096,1705,2316.08,64,5042.64
2023-07-31,Video,41751,333,318.07,6,452.29
2024-04-22,Paid Social,133524,1592,1000.76,26,1826.47
2023-05-30,Display,140027,526,290.97,7,466.07
2024-10-11,Paid Search,74418,2394,2578.73,109,8661.47
2024-09-05,Display,171991,707,326.94,8,405.09
2023-11-25,Video,71512,588,855.28,14,1025.52
2023-01-12,Email,11161,290,17.6,14,1112.49
2024-05-04,Email,16508,423,25.36,20,1933.41
2024-06-09,Email,13093,322,19.55,18,1543.16
2023-08-22,Display,102243,417,245.54,3,174.52
2024-12-14,Paid Social,195198,2327,1705.84,45,2703.6
2024-01-25,Display,103767,412,219.75,3,161.9
2024-10-28,Paid Social,124665,1338,993.74,24,1381.79
2023-08-03,Paid Social,97391,1132,728.11,24,1509.87
2024-01-14,Email,12238,282,17.3,15,1322.63
2023-03-14,Paid Search,52344,1904,2475.06,65,5007.01
2023-01-10,Video,37655,332,278.99,5,420.55
2023-12-17,Video,73354,536,528.46,9,617.29
2024-07-16,Video,59833,388,367.47,5,434.55
2024-04-28,Email,13706,408,22.06,20,1450.19
2023-02-01,Paid Social,82588,961,644.94,19,1385.34
2023-03-31,Paid Search,44912,1749,2043.87,83,6727.02
2024-04-28,Video,59546,383,355.38,5,404.48
2024-07-29,Paid Social,89792,1045,802.16,26,1461.86
2023-01-18,Paid Search,47139,1574,1890.69,68,5546.21
2024-07-02,Email,14646,396,23.34,22,1992.41
2023-03-15,Paid Social,90290,1123,705.25,18,1070.65
2023-05-22,Email,20747,582,37.98,24,2115.62
2024-06-01,Email,18159,498,29.12,29,2642.02
2023-12-10,Video,95430,735,683.89,11,901.61
2024-02-01,Paid Social,67950,853,654.68,18,1240.47
2024-12-21,Display,235681,978,562.27,11,714.05
2023-04-18,Paid Social,103654,1350,989.59,23,1698.73
2023-11-23,Paid Social,130357,1423,1686.46,59,4577.94
2023-05-14,Paid Social,97131,1177,730.99,24,1421.0
2024-08-28,Video,50536,460,401.41,6,453.18
2024-08-21,Display,150572,683,306.39,6,335.77
2023-10-26,paid search,59730,2086,2381.59,71,5345.59
2023-02-23,Email,16996,400,24.46,17,1552.56
2024-07-14,Paid Social,95734,1164,832.29,22,1565.27
2023-09-30,Video,50312,418,438.95,7,551.53
2023-11-27,Paid Social,154854,1883,2314.24,83,5793.75
2023-10-26,Paid Social,107814,1516,998.55,30,1711.6
2024-05-20,Video,54173,432,406.13,7,487.28
2024-05-06,Paid Social,102400,1203,851.98,22,1494.15
2024-02-03,Paid Search,51408,1900,2322.65,88,6924.58
2024-01-14,Video,53950,464,403.06,6,429.86
2024-07-29,Email,16925,445,26.6,22,2464.36
2024-11-25,Paid Social,147840,1706,2128.06,58,3572.47
2023-02-25,Email,14282,368,20.3,16,1410.15
2023-10-17,Email,19922,524,30.78,28,2275.45
2024-01-31,Paid Search,55180,1598,1951.22,81,6634.41
2023-04-05,Paid Search,57679,1938,2273.29,80,6638.57
2023-02-04,Video,54909,383,336.99,8,599.99
2023-08-15,Video,49268,365,330.84,6,399.74
2023-10-04,Email,16767,482,28.13,24,2172.74
2024-08-06,Email,15137,337,19.76,17,1460.75
2024-10-29,Paid Social,111514,1384,947.54,28,1951.22
2023-09-08,Video,45277,346,310.2,5,323.74
2023-12-29,Email,23266,723,43.13,38,3101.52
2024-08-11,Email,14504,389,24.18,24,2407.04
2023-04-09,Email,10058,285,17.57,11,1040.63
2024-11-28,Paid Social,117849,1539,1903.15,67,4264.09
2024-06-10,Email,17767,432,23.77,24,2172.26
2023-08-04,Video,38831,329,303.71,5,323.83
2024-10-23,Paid Search,76294,2803,3558.48,96,7162.88
2023-05-18,Display,129444,635,285.68,7,416.21
2024-04-23,Display,141015,649,340.27,6,367.4
2024-08-25,Video,42557,350,348.9,5,301.54
2023-11-14,Paid Search,61825,1712,2215.34,59,4397.07
2024-03-15,Display,161298,627,401.73,8,518.29
2024-02-20,Email,22021,477,28.78,17,1489.85
2023-08-05,Paid Social,95271,1057,795.13,24,1552.57
2024-05-10,Video,61914,516,465.25,9,810.92
2023-02-09,Paid Social,86095,959,602.39,18,1180.76
2023-06-08,Email,16892,457,25.68,20,1764.14
2024-01-31,Display,123279,491,226.0,6,347.9
2023-03-03,Video,46508,407,346.98,6,426.8
2024-06-28,Paid Search,61955,2467,2576.82,101,7430.08
2024-08-05,Paid Social,102237,1379,890.3,26,1492.54
2024-12-20,Video,72146,510,397.44,7,500.47
2024-08-27,Display,153922,650,318.43,7,411.72
2023-11-26,Video,70860,528,802.69,14,1101.4
2024-09-27,Paid Search,54021,2061,2508.49,91,7372.93
2024-03-26,Paid Social,96722,1167,762.26,26,1937.5
2024-08-24,Video,47652,447,414.34,6,449.56
2024-02-27,Video,52446,378,332.32,7,512.55
2023-04-19,Paid Search,45401,1463,1790.73,57,4334.76
2023-06-29,Video,35697,297,270.74,5,382.48
2023-09-27,Display,146027,522,230.34,6,372.65
2024-08-15,Display,130776,501,240.06,6,338.37
2023-09-09,Video,55741,496,451.01,7,497.83
2024-09-28,Display,177274,712,324.52,7,430.57
2023-05-31,Email,19511,526,31.15,25,2581.5
2023-09-04,Email,18462,408,24.31,21,1998.46
2023-05-20,Paid Search,46913,1302,1446.48,45,3440.12
2024-12-13,Paid Search,106202,3759,4079.56,147,13164.37
2024-09-12,Display,149787,607,321.74,7,400.66
2023-10-15,Paid Search,57106,1913,1812.21,63,5496.83
2023-11-02,Video,78059,584,546.84,9,610.9
2023-04-03,Paid Social,84991,1142,864.23,21,1268.45
2023-03-02,Video,47360,319,252.32,3,233.66
2024-12-25,Paid Social,150639,2244,1539.29,40,2917.62
2024-12-10,Display,254431,1030,542.54,9,540.68
2024-10-06,Display,206068,791,454.01,6,352.72
2024-10-18,Email,20458,547,30.71,31,2745.69
2023-12-13,Email,23413,570,37.4,25,2058.94
2023-10-16,Email,16279,443,27.14,23,1888.3
2024-05-08,Paid Social,134577,1785,1347.55,34,2147.62
2024-10-06,Paid Social,144813,1592,1071.87,32,2105.37
2024-03-27,Email,17364,451,26.89,26,2419.82
2024-04-20,Email,15164,395,27.05,19,1548.65
2024-06-09,Paid Search,53290,2135,2880.85,76,5902.9
2024-05-16,Display,162641,691,345.17,7,364.69
2024-05-21,Paid Search,73765,2726,3335.86,111,8507.83
2023-05-17,Display,139824,524,324.05,4,218.82
2024-05-07,Paid Social,125999,1326,848.1,25,1555.55
2024-02-01,Paid Search,55597,1840,2213.49,71,5119.39
2023-08-05,Video,47470,373,349.27,6,438.55
2024-06-28,Paid Social,102067,1026,758.65,22,1421.79
2023-06-10,Paid Social,134057,1512,1035.97,28,1859.02
2024-01-30,Email,13570,338,,19,1816.14
2024-06-17,Paid Social,84824,993,700.83,18,1203.2
2024-11-16,paid_social,179872,2395,1658.48,55,3899.2
2023-05-27,Paid Social,101560,1185,871.05,19,1448.86
2024-08-18,Display,148723,676,351.63,6,334.68
2023-01-14,Paid Search,43952,1486,1718.45,68,5203.5
2024-10-30,Email,22110,561,35.75,26,1993.55
2023-07-15,Display,139582,505,268.38,5,303.92
2024-12-18,Email,27963,854,49.08,40,3175.24
2024-07-02,Video,57993,431,398.67,8,637.58
2024-01-12,Paid Search,54562,2202,2547.58,89,5679.14
2024-02-12,Video,48548,393,379.4,5,393.33
2023-05-07,Paid Social,129373,1445,957.94,28,1896.9
2024-05-18,Paid Search,53863,1887,2540.06,82,5389.89
2023-12-17,Paid Social,186306,1908,1338.89,32,2187.85
2023-02-16,Paid Search,40781,1345,1655.27,64,4640.99
2024-03-07,Email,20737,537,35.82,27,2409.21
2023-09-24,Paid Search,42877,1348,1735.1,56,4551.71
2024-08-20,Display,149123,574,262.09,5,283.09
2023-11-27,Email,29559,761,75.09,70,6822.46
2024-02-04,Email,13163,338,19.56,21,1935.4
2023-10-19,Paid Social,103763,1216,851.92,27,2069.11
2023-08-21,Paid Search,44857,1514,1780.17,48,3392.74
2023-02-26,Email,13428,299,19.61,15,1202.75
2023-08-22,Email,16782,463,26.83,21,1948.67
2023-12-03,Email,21362,590,31.38,28,2029.69
2024-06-26,Email,17311,421,26.7,22,2102.28
2023-08-29,Email,15991,354,21.26,21,1935.59
2024-04-03,Paid Social,82582,1078,702.82,25,2239.66
2023-09-09,Email,13570,319,20.15,21,1491.85
2024-10-24,Display,160833,635,346.32,7,350.63
2023-02-14,Display,112412,421,186.72,5,302.48
2023-06-23,Paid Search,59713,1827,2122.17,67,5201.71
2024-03-10,Paid Social,117920,1558,1335.09,29,1786.14
2023-07-24,Paid Search,52229,1887,2339.87,83,5243.55
2023-09-15,Video,52026,381,366.22,6,395.86
2024-02-03,Video,44382,398,353.11,6,462.97
2024-03-22,Paid Social,119800,1492,1223.16,34,2158.71
2024-03-07,Paid Social,124202,1562,1144.63,36,2527.56
2024-09-22,paid search,61954,1980,2456.89,78,5724.98
2024-11-12,Paid Search,72072,2708,3714.42,117,9089.26
2024-10-21,Email,26862,712,44.06,43,3551.83
2024-07-15,Video,50928,415,435.4,7,473.44
2024-08-26,Paid Social,93859,1186,755.19,19,1507.34
2023-01-04,Video,38505,304,269.67,4,260.55
2023-11-15,Email,22095,478,32.65,22,2266.25
2024-09-13,Paid Search,66824,2523,3059.69,83,5968.51
2024-10-10,Paid Social,106704,1292,821.38,22,1235.73
2023-08-19,Email,10775,209,12.2,9,726.62
2023-01-03,Email,16796,440,27.13,23,2142.98
2024-07-15,Paid Social,108085,1429,978.44,32,2096.28
2024-01-11,Paid Social,75858,968,675.25,20,1347.27
2024-10-03,Email,26320,639,37.41,40,3884.62
2023-05-13,Paid Search,41964,1466,1636.67,56,4332.51
2023-09-22,Display,146526,681,320.7,8,434.71
2024-01-29,Paid Social,112720,1379,1017.85,21,1300.39
2023-11-02,Paid Social,114189,1359,946.72,43,2509.56
2024-10-06,Paid Search,76227,2691,2827.28,82,6561.25
2023-02-17,Paid Social,69507,724,420.29,12,830.51
2024-10-07,Paid Social,96207,1128,841.47,21,1334.67
2023-07-24,Email,14327,334,18.03,19,1656.68
2024-03-29,Video,49878,415,399.73,7,532.49
2024-12-13,paid_social,134939,1385,941.12,27,1607.92
2024-11-12,Paid Social,157248,1761,1295.98,34,2588.02
2024-03-24,Display,163147,732,454.31,7,389.47
2024-07-09,Display,108799,500,248.6,4,211.52
2024-09-25,Paid Social,108615,1179,995.66,28,1870.39
2024-02-19,Video,58975,397,334.67,6,541.61
2024-05-18,Video,58254,494,456.14,6,491.69
2023-04-28,Paid Search,70853,2205,2474.53,91,8338.84
2024-09-13,Email,22945,601,36.24,31,2903.65
2024-04-06,Paid Social,109695,1144,909.78,23,1809.21
2024-05-31,Video,51667,429,373.66,6,421.68
2024-07-17,Paid Search,52537,1589,2029.55,71,6025.2
2024-12-23,Paid Search,105575,3423,3921.54,128,8295.48
2024-05-05,Paid Search,53987,1815,2274.36,64,4791.21
2023-12-06,Paid Social,134849,1667,1263.22,29,1884.09
2023-04-24,Video,47069,356,356.46,6,395.13
2024-01-26,Email,19702,480,30.14,22,2125.35
2024-01-22,Email,15469,403,24.95,27,2502.88
2023-07-02,Display,108098,406,188.84,5,317.5
2023-07-21,Video,41602,344,320.3,6,434.44
2023-06-25,Video,51184,456,384.35,9,712.35
2024-10-18,Paid Social,112374,1254,840.16,24,1545.87
2023-07-06,Email,14224,355,28.66,27,2649.32
2024-12-12,Paid Social,155403,1666,1182.89,31,1831.92
2024-12-27,Paid Social,172692,1992,1577.2,36,2599.38
2023-03-31,Video,35394,293,252.16,4,256.85
2024-09-01,PaidSearch,57001,2094,2620.13,96,8633.57
2023-01-02,Display,106086,376,185.46,3,169.24
2024-10-15,Paid Social,140048,1458,1004.38,34,2203.34
2024-06-01,Video,52870,526,509.23,7,617.83
2024-03-29,Display,156995,670,378.96,6,397.71
2023-09-24,Paid Social,116259,1451,1038.35,27,1906.36
2024-07-30,Paid Search,58335,2233,2845.84,106,8266.41
2024-03-08,Paid Social,94215,1162,796.08,25,1681.48
2024-07-13,Display,112370,457,205.09,4,246.46
2023-11-09,Email,18758,463,27.18,29,2512.41
2024-09-30,Video,68235,534,476.48,9,649.38
2024-02-05,Email,16286,468,31.83,25,2035.89
2024-06-27,Paid Social,108103,1604,1083.06,33,2007.86
2023-01-25,Social,65880,722,524.34,14,753.61
2023-01-24,Paid Social,69903,733,530.65,16,1159.82
2023-02-24,Video,37966,287,238.52,3,219.15
2024-08-19,Paid Social,93567,1087,773.1,24,1673.37
2024-10-01,Paid Search,80918,2486,2934.34,116,8677.36
2024-04-29,Video,54026,407,413.08,7,463.95
2023-02-13,Paid Search,54769,2023,2701.74,79,5747.74
2023-01-08,Paid Search,45663,1580,1772.75,56,4661.63
2024-10-28,Video,52714,400,315.26,6,445.64
2023-05-04,Video,41220,345,272.12,7,545.59
2024-04-16,Paid Search,47991,1705,2099.72,82,7484.29
2024-02-26,Paid Search,51618,2078,2293.19,74,5895.31
2023-02-22,Video,40846,342,302.79,6,371.3
2023-07-09,Paid Search,43030,1557,2069.09,92,4982.35
12/21/2023,Email,29318,777,49.71,37,2934.42
2024-10-01,Email,19530,546,32.83,25,2324.84
2023-06-24,Paid Social,86844,1018,723.44,18,1350.06
2023-03-30,Display,118630,483,205.27,5,299.17
2023-02-13,Email,17657,424,24.65,18,1446.25
2023-11-03,Email,20290,462,29.77,28,2902.99
2024-04-09,Paid Search,65472,2599,3416.68,104,6391.73
2024-12-30,Email,33495,876,54.95,39,4113.11
2024-12-28,Paid Social,224286,2472,1703.86,52,3102.29
2023-02-03,Display,125547,453,229.8,3,164.29
2024-06-20,Video,44439,349,343.36,4,298.15
2023-03-15,Video,46984,320,309.25,5,352.35
2024-10-27,Email,15520,382,21.41,15,1235.54
2024-01-07,Email,15171,422,27.2,31,2754.4
2023-03-07,Paid Search,58057,1736,2072.07,58,4295.5
2024-04-19,Display,147124,583,292.06,7,376.47
2023-05-29,Display,144391,631,320.98,7,393.38
2024-03-08,Paid Search,56231,1791,2384.97,79,6546.3
2023-04-12,Paid Search,51952,2316,2877.59,85,6945.63
2023-02-18,Paid Search,39407,1366,1424.17,44,4246.38
2023-04-07,Email,18206,554,35.32,35,2837.91
2024-10-03,Display,134467,542,277.54,5,321.98
2023-10-06,Email,16281,390,24.63,21,1853.72
2023-10-19,Display,159408,666,336.53,6,347.94
2023-12-31,Video,68927,639,571.58,10,681.98
2023-08-13,Display,131463,537,253.84,5,299.11
2023-09-20,Video,49382,372,310.97,7,606.8
2023-09-30,Display,165160,666,375.69,8,458.53
2023-04-08,Paid Social,100795,1709,1223.9,32,2397.37
2023-12-31,Email,22760,579,34.63,26,2118.61
2023-05-10,Paid Search,56101,2088,2181.63,86,6451.12
2024-01-06,Display,115385,516,284.75,5,342.4
2023-06-22,Video,37717,342,295.63,5,391.6
2024-06-13,Display,178753,762,463.92,7,340.36
2024-07-14,Email,11960,303,18.47,14,1477.15
2023-11-12,Paid Search,58052,2038,2655.39,58,4683.14
2024-04-28,Display,127974,504,278.07,4,293.05
2023-08-26,Paid Search,39529,1340,1655.69,59,4537.57
2023-05-05,Display,128391,436,234.24,4,258.72
2023-07-17,Paid Search,53968,1641,2022.05,63,4682.39
2024-12-04,Video,92261,696,590.22,9,704.06
2024-05-20,Email,26024,638,41.16,31,3398.17
2024-12-11,Video,89152,770,643.19,10,708.76
2023-03-18,Video,51530,377,330.14,6,422.96
2024-06-06,Paid Search,49337,1875,2144.04,71,4599.52
2024-12-21,Email,24376,610,35.28,28,2523.28
2023-02-24,Paid Search,44701,1615,1922.98,88,8033.54
2024-07-29,Display,127462,557,252.99,6,347.68
2023-08-21,Email,18810,495,32.24,29,2304.79
2023-01-07,Video,43830,413,437.45,6,462.08
2024-01-14,Paid Social,113278,1614,1222.66,34,1998.67
2024-03-05,Email,15152,345,21.77,18,1303.85
2024-04-07,Paid Social,133444,1478,1027.59,30,2271.54
2024-01-18,Paid Search,45630,1681,2108.25,43,3777.96
2023-12-23,Display,191551,780,425.06,6,329.41
2023-03-07,Email,14151,322,17.67,15,1243.47
2023-06-07,Paid Search,55389,1947,2298.78,66,5070.82
2024-04-27,Email,16709,411,23.57,18,1558.32
2024-06-24,Email,18313,381,22.1,19,1678.65
2024-07-12,Paid Search,66809,2313,2606.49,86,7488.27
2023-04-15,Paid Social,96707,1209,869.4,18,1081.59
2024-08-24,Email,11783,298,15.34,17,1395.84
2024-04-08,Paid Search,65036,2212,2741.81,124,9413.98
2024-10-09,Display,152283,675,357.8,6,305.76
2024-01-09,Email,14429,357,23.11,21,1678.23
2023-12-20,Email,22270,578,36.54,20,1794.87
2024-01-29,Email,13782,321,18.43,17,1506.42
2023-09-26,Email,18248,367,22.69,19,1497.76
2024-09-26,Email,21418,585,33.27,23,1655.18
2023-04-16,Email,13605,337,19.22,19,1733.78
2023-04-08,Video,66006,484,408.78,6,487.8
2023-06-13,Display,107860,489,271.74,6,324.87
2023-11-11,Display,178353,708,326.38,9,548.4
2023-08-15,Display,110236,504,283.3,5,311.3
2024-08-18,Paid Search,54046,1749,2077.91,64,6282.72
2023-12-21,Paid Social,134481,1507,1063.28,35,2859.72
2023-06-03,Display,122099,486,272.09,5,371.63
2024-07-18,Email,16623,389,23.42,19,1494.95
2023-09-19,Display,137704,544,205.09,5,290.52
2023-07-25,Video,39812,285,273.23,4,276.1
2023-02-14,Video,38795,328,282.18,4,300.71
2024-06-02,Video,53085,426,411.94,5,351.57
2024-01-03,Paid Search,50407,1803,2119.28,90,6415.35
2024-05-16,paid_social,109848,1237,870.94,23,1756.9
2023-07-31,Email,16911,441,28.48,20,1626.19
2023-03-03,Display,117683,538,287.52,5,332.69
2024-05-30,Display,128416,485,272.0,4,215.26
2023-05-08,Display,115256,489,245.33,5,329.53
2023-04-08,Paid Search,48832,1581,1963.65,56,4668.62
2023-05-10,paid_social,89487,1198,791.51,22,1431.47
2023-12-31,Paid Search,61457,2323,3073.81,102,7286.05
2024-07-11,Display,135709,604,293.49,10,548.17
2024-01-17,Paid Search,43580,1530,1857.77,57,4643.88
2024-08-29,Email,17267,412,25.11,21,1773.48
2024-03-26,Email,16258,443,22.68,23,2032.89
2023-03-17,Video,38785,309,249.19,5,373.59
2023-01-29,Paid Search,42218,1338,1353.82,56,4026.96
2024-01-03,Paid Social,80009,759,522.56,14,984.19
2024-03-23,Paid Search,47749,1665,,58,4388.11
2024-07-10,Video,42766,387,359.09,6,495.53
2023-03-31,Paid Social,94899,1158,761.68,31,1945.37
2023-06-11,Email,12097,310,21.05,13,1328.92
2024-01-10,Video,40117,304,273.67,4,281.63
2024-04-05,Display,127473,545,,7,461.5
2024-01-09,Video,32246,276,233.98,5,335.99
2024-05-06,Display,132863,516,210.62,5,240.22
2023-03-22,Display,120094,533,299.95,5,269.77
2024-08-07,Email,16591,402,25.07,16,1779.81
2024-12-22,Paid Search,96844,2875,3879.94,129,10022.92
2023-07-25,Display,119355,536,265.95,4,269.63
2023-07-17,Email,14162,335,17.87,16,1603.7
2023-06-13,Video,51050,346,327.96,5,343.76
2023-05-27,Display,136844,554,294.28,4,220.2
2023-01-21,Email,11237,306,19.67,16,1372.66
2023-02-18,Paid Social,74376,778,628.49,14,939.69
2024-11-01,Display,206477,726,391.85,5,273.49
2023-10-20,Paid Social,113891,1481,1020.26,27,1873.61
2023-01-05,Paid Search,43291,1415,1872.46,55,4110.13
2024-03-04,Paid Search,59112,2001,2981.09,85,6169.74
2024-06-16,Email,19585,446,23.91,29,2912.47
2024-09-29,Email,15438,364,18.53,17,1670.76
2023-01-06,Display,124944,592,272.74,6,313.85
2024-05-31,Paid Search,57233,2207,2630.04,93,7595.64
2023-11-07,Video,66717,522,490.62,8,618.82
2023-02-22,Email,14891,358,22.94,20,1464.9
2024-02-03,Email,13008,257,15.88,9,653.42
2023-12-17,Paid Search,71806,2362,2689.41,87,7574.45
2023-09-10,Display,131975,552,235.8,5,240.71
2023-07-02,Email,12982,337,22.48,13,1117.49
2023-05-19,Display,143209,648,357.1,6,354.82
2024-10-22,Paid Search,76587,3294,4261.32,153,16252.43
2024-02-17,Email,14025,368,23.67,20,1810.29
2024-03-19,Video,44151,334,284.01,6,431.61
2024-07-28,Video,49841,463,365.88,7,477.69
2023-06-18,Paid Social,84762,970,571.6,20,1236.57
2024-07-28,Display,133599,529,288.14,6,309.16
2024-02-21,Video,40294,374,330.1,6,466.78
2023-06-08,Paid Search,49172,1519,1898.89,64,4175.22
